answer_id,answer_slug,current_reviewer_id,current_public_reviewer_name,proposed_contributor_id,proposed_contributor_name,best_contributor_id,best_contributor_name,matched_specialty,deeper_topic,deeper_topic_name,deeper_theme,deeper_category,score,confidence,match_reasons,exclusions_evaluated,soft_cap_impact,profile_completeness,profile_publishable,blocked_incomplete,proposed_public_label,assignment_method,approval_source_internal,misleading_review_date_today,reviewed_at_legacy,qa_override,qa_decision
5d8b2f8d-f3ca-40fa-af8c-0b18cb6f8218,can-ai-make-health-anxiety-worse,david-k-gore-phd,"Kenneth W. Christian, PhD",amanda-gaines,Amanda Gaines,amanda-gaines,Amanda Gaines,Anxiety,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
104a874b-b591-4860-9962-dd07950a3b56,can-ai-make-impostor-syndrome-worse,david-k-gore-phd,"Kenneth W. Christian, PhD",susan-keenan,Susan L. Keenan,susan-keenan,Susan L. Keenan,Self Esteem,identity-and-self-worth,Identity & Self-Worth,identity-and-self-worth,Identity & Self-Worth,100,high,exact_topic:identity-and-self-worth via Self Esteem (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
ddd629ef-e12a-49c9-ab49-8ff93e4eca64,can-ai-make-intrusive-thoughts-worse,david-k-gore-phd,"Kenneth W. Christian, PhD",jackie-malone,Jackie Malone,jackie-malone,Jackie Malone,Stress,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35)|exact_topic:anxiety-and-stress via Stress (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
43bc5a00-f947-4628-8769-61f6de5ce84b,can-ai-make-it-harder-to-build-real-intimacy,david-k-gore-phd,"Kenneth W. Christian, PhD",lexi-cooper,Lexi Cooper,lexi-cooper,Lexi Cooper,Familial Relationship Counseling,relationships-and-communication,Relationships & Communication,relationships-and-connection,Relationships & Divorce,100,high,exact_topic:relationships-and-communication via Familial Relationship Counseling (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
6a251591-4c65-4e7c-b142-fcca29d18353,can-ai-make-me-feel-emotionally-numb,david-k-gore-phd,"Kenneth W. Christian, PhD",alex-crenshaw-phd,Dr. Alex Crenshaw,alex-crenshaw-phd,Dr. Alex Crenshaw,Depression,depression,Depression,anxiety-and-mood,Depression,100,high,parent_theme:anxiety-and-mood via Anxiety|exact_topic:depression via Depression (w=1)|preferred_specialty_keyword:Depression,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
ed688936-062f-4d4c-b76f-8720104fcd48,can-ai-make-me-feel-like-my-creativity-does-not-matter,david-k-gore-phd,"Kenneth W. Christian, PhD",jackie-malone,Jackie Malone,jackie-malone,Jackie Malone,Stress,identity-and-self-worth,Identity & Self-Worth,identity-and-self-worth,Identity & Self-Worth,100,high,alias_keyword:stress|alt_topic:identity-and-self-worth via Body Image (w=0.4)|alt_topic:identity-and-self-worth via Life Transitions (w=0.4)|exact_topic:identity-and-self-worth via Self Esteem (w=1)|preferred_specialty_keyword:stress,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
dac9ebf6-9bae-4124-b83c-29468c3314e9,can-ai-make-people-pleasing-worse,david-k-gore-phd,"Kenneth W. Christian, PhD",samantha-bryant,Samantha Bryant,samantha-bryant,Samantha Bryant,Marital and Premarital,relationships-and-communication,Relationships & Communication,relationships-and-connection,Communication & Conflict,100,high,parent_theme:relationships-and-connection via Bisexual|exact_topic:relationships-and-communication via Codependency (w=1)|exact_topic:relationships-and-communication via Marital and Premarital (w=1),requires_keyword_support:Body Image,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
5b0d8198-dec6-46e7-9327-ba47bf84f9fc,can-ai-make-relationship-anxiety-worse,david-k-gore-phd,"Kenneth W. Christian, PhD",susan-keenan,Susan L. Keenan,susan-keenan,Susan L. Keenan,Relationship Issues,relationships-and-communication,Relationships & Communication,relationships-and-connection,Relationships & Communication,100,high,alias_keyword:Anxiety|exact_topic:relationships-and-communication via Relationship Issues (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
4bbe0a53-b2da-40a0-a057-d8c319ab9a65,can-ai-workplace-monitoring-affect-mental-health,david-k-gore-phd,"Kenneth W. Christian, PhD",laura-hilsen,Laura Hilsen,laura-hilsen,Laura Hilsen,Work/Life Balance,work-and-burnout,Work & Burnout,work-and-purpose,Work & Burnout,100,high,alias_keyword:stress|alt_topic:work-and-burnout via Life Transitions (w=0.45)|exact_topic:work-and-burnout via Work/Life Balance (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
a4dd8dd7-00c6-4977-8f73-027be5d54f3a,can-anxiety-cause-muscle-twitches-and-sp-181083-007,david-k-gore-phd,"Kenneth W. Christian, PhD",laura-hilsen,Laura Hilsen,laura-hilsen,Laura Hilsen,Anxiety,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
727f47a0-a87d-44f5-984b-7a65965bd1c7,can-anxiety-make-me-feel-like-i-cant-bre-181083-011,david-k-gore-phd,"Kenneth W. Christian, PhD",samantha-bryant,Samantha Bryant,samantha-bryant,Samantha Bryant,Stress,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35)|exact_topic:anxiety-and-stress via Stress (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
a3625f49-195a-4cc5-9c4b-42e8c499d879,can-chronic-stress-affect-my-mental-health,david-k-gore-phd,"Kenneth W. Christian, PhD",alex-crenshaw-phd,Dr. Alex Crenshaw,alex-crenshaw-phd,Dr. Alex Crenshaw,Depression,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via OCD (w=0.9)|alt_topic:anxiety-and-stress via Depression (w=0.35)|preferred_specialty_keyword:Depression,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
768cd868-0048-43cf-bf28-c380637276b6,can-deepfakes-cause-trauma-or-anxiety,david-k-gore-phd,"Kenneth W. Christian, PhD",laura-hilsen,Laura Hilsen,laura-hilsen,Laura Hilsen,Trauma,trauma-and-safety,Trauma & Safety,trauma-and-safety,Trauma & Grief,100,high,alias_keyword:Anxiety|exact_topic:trauma-and-safety via PTSD (w=1)|exact_topic:trauma-and-safety via Trauma (w=1)|preferred_specialty_keyword:Trauma,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
95a3b5cd-9f3a-486a-8cba-da79dc0993d2,can-depression-be-inherited-im-worried-about-my-children,david-k-gore-phd,"Kenneth W. Christian, PhD",amanda-gaines,Amanda Gaines,amanda-gaines,Amanda Gaines,Depression,depression,Depression,anxiety-and-mood,Depression,100,high,parent_theme:anxiety-and-mood via Anxiety|exact_topic:depression via Depression (w=1)|preferred_specialty_keyword:Depression,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
9f070089-0441-4e8a-8188-eb3bb8db882f,can-depression-cause-physical-symptoms,david-k-gore-phd,"Kenneth W. Christian, PhD",liz-webb,Liz Webb,liz-webb,Liz Webb,Depression,depression,Depression,anxiety-and-mood,Depression,100,high,parent_theme:anxiety-and-mood via Anxiety|exact_topic:depression via Depression (w=1)|preferred_specialty_keyword:Depression,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
e6f643f8-8160-4425-b8f8-bdfd2616c3c4,can-emotional-stress-cause-physical-fati-181083-015,david-k-gore-phd,"Kenneth W. Christian, PhD",susan-keenan,Susan L. Keenan,susan-keenan,Susan L. Keenan,Anxiety,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,exact_topic:anxiety-and-stress via Depression (w=0.35)|parent_theme:anxiety-and-mood via Depression|exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
2a4e5d5d-3a21-4529-917a-bb4716cfb944,can-i-drink-alcohol-while-taking-psychia-181083-061,david-k-gore-phd,"Kenneth W. Christian, PhD",amanda-gaines,Amanda Gaines,amanda-gaines,Amanda Gaines,Addictive Behaviors,addiction-and-recovery,Addiction & Recovery,trauma-and-safety,Addiction & Recovery,100,high,parent_theme:trauma-and-safety via Trauma & PTSD|exact_topic:addiction-and-recovery via Substance Use (w=1)|exact_topic:addiction-and-recovery via Addictive Behaviors (w=1),requires_keyword_support:Chronic Illness,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
c4206d54-affa-4744-9867-470d7dc5b187,can-i-recover-without-going-to-meetings,david-k-gore-phd,"Kenneth W. Christian, PhD",lynn-lane,Lynn Lane,lynn-lane,Lynn Lane,Substance Abuse & Chemical Dependency,addiction-and-recovery,Addiction & Recovery,trauma-and-safety,Addiction & Recovery,100,high,parent_theme:trauma-and-safety via PTSD|exact_topic:addiction-and-recovery via Substance Abuse & Chemical Dependency (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
5beed97f-61a7-410f-9d35-797cb1181e4b,can-i-stop-taking-psychiatric-medication-181083-064,david-k-gore-phd,"Kenneth W. Christian, PhD",kelsey-donahue,Kelsey Madsen (Donahue),kelsey-donahue,Kelsey Madsen (Donahue),Depression,depression,Depression,anxiety-and-mood,Depression,100,high,parent_theme:anxiety-and-mood via Anxiety|exact_topic:depression via Depression (w=1)|preferred_specialty_keyword:Depression,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
9e3fe259-035c-4f41-ae80-8bcb85cbf041,can-lack-of-sleep-make-my-anxiety-worse-181083-049,david-k-gore-phd,"Kenneth W. Christian, PhD",michaela-hilburn,Michaela Hilburn,michaela-hilburn,Michaela Hilburn,Anxiety,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
55ab8e34-c37f-42f9-801e-4e7f850ae4d5,can-low-self-esteem-affect-relationships,david-k-gore-phd,"Kenneth W. Christian, PhD",michaela-hilburn,Michaela Hilburn,michaela-hilburn,Michaela Hilburn,Self-Esteem,identity-and-self-worth,Identity & Self-Worth,identity-and-self-worth,Identity & Self-Worth,100,high,exact_topic:identity-and-self-worth via Life Transitions (w=0.4)|exact_topic:identity-and-self-worth via Self-Compassion (w=1)|exact_topic:identity-and-self-worth via Self-Esteem (w=1)|preferred_specialty_keyword:Self Esteem,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-27,true,approve
9edc29f4-b636-4f01-9c4d-8ac696e42560,can-money-problems-cause-depression-181083-025,david-k-gore-phd,"Kenneth W. Christian, PhD",laura-hilsen,Laura Hilsen,laura-hilsen,Laura Hilsen,Depression,depression,Depression,anxiety-and-mood,Depression,100,high,parent_theme:anxiety-and-mood via Anxiety|alias_keyword:stress|exact_topic:depression via Depression (w=1)|preferred_specialty_keyword:Depression|alt_topic:depression via Mood Disorders (w=0.85),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
f72fd755-8d1b-4d94-a525-0a82545a753c,can-people-get-addicted-to-ai-chatbots-or-virtual--189142-001,david-k-gore-phd,"Kenneth W. Christian, PhD",lynn-lane,Lynn Lane,lynn-lane,Lynn Lane,Substance Abuse & Chemical Dependency,addiction-and-recovery,Addiction & Recovery,trauma-and-safety,Addiction & Recovery,100,high,alias_keyword:stress|parent_theme:trauma-and-safety via PTSD|exact_topic:addiction-and-recovery via Substance Abuse & Chemical Dependency (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
66c480b8-5f36-4cc3-8d67-c71984a10687,can-religious-trauma-be-real-even-if-not-181083-042,david-k-gore-phd,"Kenneth W. Christian, PhD",samantha-bryant,Samantha Bryant,samantha-bryant,Samantha Bryant,Trauma and PTSD,meaning-faith-and-existential-questions,"Meaning, Faith & Existential Questions",spirituality-and-meaning,Spiritual Struggle / Existential Crisis,93,high,alias_keyword:shame|exact_topic:meaning-faith-and-existential-questions via Spirituality (w=0.85)|alias_keyword:Trauma,requires_keyword_support:Body Image,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
6a093a65-b5dd-4ac7-be8c-9d7ca6241519,can-relying-on-ai-make-my-social-anxiety-worse-189142-010,david-k-gore-phd,"Kenneth W. Christian, PhD",kelsey-donahue,Kelsey Madsen (Donahue),kelsey-donahue,Kelsey Madsen (Donahue),Stress,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35)|exact_topic:anxiety-and-stress via Stress (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
e5812f75-b54f-49b3-a7e0-ec505adff47f,can-stress-and-anxiety-really-cause-stom-181083-002,david-k-gore-phd,"Kenneth W. Christian, PhD",laura-hilsen,Laura Hilsen,laura-hilsen,Laura Hilsen,Anxiety,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
f221af60-8d96-4568-89e2-fb620998d3c7,can-stress-cause-back-and-neck-pain-181083-013,david-k-gore-phd,"Kenneth W. Christian, PhD",meredith-price,Meredith Price,meredith-price,Meredith Price,Stress,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,"exact_topic:anxiety-and-stress via Pregnancy, Prenatal, Postpartum (w=0.5)|demoted_missing_keyword_support|exact_topic:anxiety-and-stress via Depression (w=0.35)|parent_theme:anxiety-and-mood via Depression|exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Infertility (w=0.5)|demoted_missing_keyword_support|exact_topic:anxiety-and-stress via Stress (w=1)",,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
a1d61851-e37e-4cd4-9939-4c70b4eb78f2,can-stress-cause-ringing-in-my-ears-181083-009,david-k-gore-phd,"Kenneth W. Christian, PhD",amanda-gaines,Amanda Gaines,amanda-gaines,Amanda Gaines,Anxiety,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety|alt_topic:anxiety-and-stress via Depression (w=0.35),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
bbee483f-9574-4970-b897-21d2c22f6efd,can-talking-to-ai-all-night-affect-my-mental-health,david-k-gore-phd,"Kenneth W. Christian, PhD",susan-keenan,Susan L. Keenan,susan-keenan,Susan L. Keenan,Anxiety,anxiety-and-stress,Anxiety & Stress,anxiety-and-mood,Anxiety & Stress,100,high,exact_topic:anxiety-and-stress via Depression (w=0.35)|parent_theme:anxiety-and-mood via Depression|exact_topic:anxiety-and-stress via Anxiety (w=1)|preferred_specialty_keyword:Anxiety,,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,,
f31ad553-c198-45de-9dcc-ccfcd5c33ad0,can-trauma-affect-grief,david-k-gore-phd,"Kenneth W. Christian, PhD",sarah-evers,Sarah Evers,sarah-evers,Sarah Evers,Developmental Wounds & Complex Trauma,trauma-and-safety,Trauma & Safety,trauma-and-safety,Trauma & Grief,100,high,exact_topic:trauma-and-safety via Developmental Wounds & Complex Trauma (w=1),requires_keyword_support:Chronic Illness & Disability|requires_keyword_support:Caregiver Stress,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-27,true,approve
ff370296-02ed-44c2-911c-626894387fe2,can-using-ai-for-emotional-support-become-addictive,david-k-gore-phd,"Kenneth W. Christian, PhD",jackie-malone,Jackie Malone,jackie-malone,Jackie Malone,Substance Use,addiction-and-recovery,Addiction & Recovery,trauma-and-safety,Addiction & Recovery,100,high,exact_topic:addiction-and-recovery via Addiction (w=1)|preferred_specialty_keyword:Addiction|exact_topic:addiction-and-recovery via Alcohol Use (w=1)|exact_topic:addiction-and-recovery via Drug Abuse (w=1)|exact_topic:addiction-and-recovery via Substance Use (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
dd0d953b-f0a1-41bd-89be-a059e490d9fa,can-you-actually-change-your-attachment-style-or-a-186602-009,david-k-gore-phd,"Kenneth W. Christian, PhD",alex-crenshaw-phd,Dr. Alex Crenshaw,alex-crenshaw-phd,Dr. Alex Crenshaw,Couples,relationships-and-communication,Relationships & Communication,relationships-and-connection,Attachment Styles & Relationship Dynamics,100,high,exact_topic:relationships-and-communication via Couples (w=1),,none,complete,true,false,Clinical contributor,specialty_matched_organizational_approval,peachtree_psychology_susan_keenan,true,2026-06-19,true,approve
