answer_id,answer_slug,current_reviewer_id,current_public_reviewer_name,proposed_contributor_id,proposed_contributor_name,best_contributor_id,best_contributor_name,matched_specialty,deeper_topic,deeper_topic_name,deeper_theme,deeper_category,score,confidence,match_reasons,exclusions_evaluated,soft_cap_impact,profile_completeness,profile_publishable,blocked_incomplete,proposed_public_label,assignment_method,approval_source_internal,misleading_review_date_today,reviewed_at_legacy,qa_override,qa_decision
8dacdab8-37b3-4455-869a-75fe0cdfbaa6,how-can-i-help-my-teenager-who-seems-depressed,david-k-gore-phd,"Kenneth W. Christian, PhD",,,kelsey-donahue,Kelsey Madsen (Donahue),Child,teens-and-identity,Teens & Identity,family-and-parenting,Teens & Identity,70,medium,alias_keyword:Depression|exact_topic:teens-and-identity via Child (w=0.7)|tied_topic:teens-and-identity via Family Conflict (w=0.7)|tied_topic:teens-and-identity via Parenting (w=0.7)|alt_topic:teens-and-identity via School Issues (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
091b1651-4080-4a45-9890-c07d55e7d3e8,how-can-i-improve-communication-with-my-teenager,david-k-gore-phd,"Kenneth W. Christian, PhD",,,lauren-sanders,Lauren Sanders,Parenting,teens-and-identity,Teens & Identity,family-and-parenting,Teens & Identity,70,medium,exact_topic:teens-and-identity via Parenting (w=0.7)|tied_topic:teens-and-identity via Child (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
5039a740-3fe5-4133-bd7d-e7df58a40fc0,how-can-i-use-breathing-exercises-to-calm-down,david-k-gore-phd,"Kenneth W. Christian, PhD",,,meredith-price,Meredith Price,Stress,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,78,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|alias_keyword:Anxiety|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|parent_theme:life-transitions-and-change via Grief|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45)|alias_keyword:Anxiety,"requires_keyword_support:Pregnancy, Prenatal, Postpartum|requires_keyword_support:Infertility",none,complete,true,false,,,,true,2026-06-19,,
5771310f-3bfb-45e0-a42c-4bd29ecd328c,how-can-teens-build-confidence-without-pretending,david-k-gore-phd,"Kenneth W. Christian, PhD",,,kelsey-donahue,Kelsey Madsen (Donahue),Child,teens-and-identity,Teens & Identity,family-and-parenting,Teens & Identity,70,medium,exact_topic:teens-and-identity via Child (w=0.7)|tied_topic:teens-and-identity via Family Conflict (w=0.7)|tied_topic:teens-and-identity via Parenting (w=0.7)|alt_topic:teens-and-identity via School Issues (w=0.45),requires_keyword_support:Eating Disorders,none,complete,true,false,,,,true,2026-06-27,,
1de1b7a4-fa75-499e-b490-60e912c8595f,how-do-i-come-out-to-my-parents-185759-018,david-k-gore-phd,"Kenneth W. Christian, PhD",,,meredith-price,Meredith Price,Family Conflict,teens-and-identity,Teens & Identity,family-and-parenting,Teens & Identity,70,medium,"parent_theme:family-and-parenting via Pregnancy, Prenatal, Postpartum|exact_topic:teens-and-identity via Family Conflict (w=0.7)|tied_topic:teens-and-identity via Parenting (w=0.7)|alt_topic:teens-and-identity via School Issues (w=0.45)","requires_keyword_support:Pregnancy, Prenatal, Postpartum|requires_keyword_support:Body Image",none,complete,true,false,,,,true,2026-06-19,,
7498eae2-8d76-481d-b2df-932f51c8d181,how-do-i-deal-with-anxiety-about-my-firs-185759-044,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy Navigation,65,medium,alias_keyword:Anxiety|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
781c97dd-ebe2-452e-aba9-fec6a2e8377f,how-do-i-deal-with-body-image-issues-186032-015,david-k-gore-phd,"Kenneth W. Christian, PhD",,,kelsey-donahue,Kelsey Madsen (Donahue),Disordered Eating,teens-and-identity,Teens & Identity,family-and-parenting,Teens & Identity,78,medium,alias_keyword:body image|exact_topic:teens-and-identity via Child (w=0.7)|tied_topic:teens-and-identity via Family Conflict (w=0.7)|tied_topic:teens-and-identity via Parenting (w=0.7)|alt_topic:teens-and-identity via School Issues (w=0.45)|alias_keyword:body image,,none,complete,true,false,,,,true,2026-06-19,,
f94ce3d0-75ec-44cf-8c66-18fb7a19001e,how-do-i-deal-with-difficult-in-laws,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jackie-malone,Jackie Malone,Stress,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,78,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|alias_keyword:stress|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45)|alias_keyword:stress,,none,complete,true,false,,,,true,2026-06-19,,
00509ab5-e831-43b6-8893-7f5baa8396f5,how-do-i-deal-with-feeling-like-i-dont-have-anyone-who-really-gets-me,david-k-gore-phd,"Kenneth W. Christian, PhD",,,meredith-price,Meredith Price,Codependency,loneliness-and-belonging,Loneliness & Belonging,relationships-and-connection,Loneliness & Isolation,56,medium,exact_topic:loneliness-and-belonging via Codependency (w=0.45)|parent_theme:relationships-and-connection via Codependency|alt_topic:loneliness-and-belonging via Marital and Premarital (w=0.45)|alt_topic:loneliness-and-belonging via Relationship Issues (w=0.45),"requires_keyword_support:Pregnancy, Prenatal, Postpartum|requires_keyword_support:Body Image|requires_keyword_support:Infertility",none,complete,true,false,,,,true,2026-06-19,,
c9f9a331-242e-4eb1-8e49-cb1fa437a963,how-do-i-deal-with-feeling-misunderstood-by-e-177941-029,david-k-gore-phd,"Kenneth W. Christian, PhD",,,lexi-cooper,Lexi Cooper,Familial Relationship Counseling,loneliness-and-belonging,Loneliness & Belonging,relationships-and-connection,Social Connection,56,medium,exact_topic:loneliness-and-belonging via Familial Relationship Counseling (w=0.45)|parent_theme:relationships-and-connection via Familial Relationship Counseling,requires_keyword_support:Student Athletic Challenges,none,complete,true,false,,,,true,2026-06-19,,
86a571b5-7e23-456f-8eaa-9f057563c63b,how-do-i-deal-with-peer-pressure-185759-020,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jeannine-jannot,"Jeannine Jannot, Ph.D.",Parenting,teens-and-identity,Teens & Identity,family-and-parenting,Teens & Identity,70,medium,exact_topic:teens-and-identity via School Issues (w=0.45)|exact_topic:teens-and-identity via Parenting (w=0.7)|tied_topic:teens-and-identity via Child (w=0.7)|alt_topic:teens-and-identity via Education and Learning Disabilities (w=0.45)|alt_topic:teens-and-identity via Executive Functioning (w=0.45)|alt_topic:teens-and-identity via Productivity Coaching (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
f93e5cd1-7f3e-48bc-8289-22f70fbdab2d,how-do-i-deal-with-social-media-affecting-my-mental-health,david-k-gore-phd,"Kenneth W. Christian, PhD",,,samantha-bryant,Samantha Bryant,Codependency,loneliness-and-belonging,Loneliness & Belonging,relationships-and-connection,Loneliness & Isolation,56,medium,alias_keyword:Anxiety|alt_topic:loneliness-and-belonging via Codependency (w=0.45)|parent_theme:relationships-and-connection via Codependency|alt_topic:loneliness-and-belonging via Marital and Premarital (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
9633b132-b90e-4de9-a1a1-1feda0949b90,how-do-i-deal-with-someone-who-uses-anger-to-contr-186602-006,david-k-gore-phd,"Kenneth W. Christian, PhD",,,michaela-hilburn,Michaela Hilburn,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,Anger & Emotional Regulation,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|parent_theme:life-transitions-and-change via Grief and Loss|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
318a038c-d981-40fe-9847-d0dfef19d292,how-do-i-deal-with-someone-who-wont-stop-interrupting-me,david-k-gore-phd,"Kenneth W. Christian, PhD",,,liz-webb,Liz Webb,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
d2cb6214-c485-40db-b10d-e9c572fab02e,how-do-i-express-anger-in-healthy-ways-without-bot-186602-004,david-k-gore-phd,"Kenneth W. Christian, PhD",,,samantha-bryant,Samantha Bryant,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,Anger & Emotional Regulation,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|parent_theme:life-transitions-and-change via Grief|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
457e7fee-f258-474e-af21-ee4b1fa42476,how-do-i-express-my-needs-without-sounding-demanding,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jackie-malone,Jackie Malone,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
8612dadc-77ad-4057-9fda-ae81631bd2e0,how-do-i-find-a-good-therapist-for-addiction-recovery,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Depression,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy & Mental Health,73,medium,alias_keyword:Trauma|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65)|alias_keyword:Depression,,none,complete,true,false,,,,true,2026-06-19,,
4c923dae-ebbe-4ede-85e0-e0bdb136cc9d,how-do-i-find-a-therapist-thats-right-fo-184729-014,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy Navigation,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
61b0504a-5e85-4157-807a-9db12cdff9f9,how-do-i-get-over-someone-who-doesnt-want-me-back,david-k-gore-phd,"Kenneth W. Christian, PhD",,,liz-webb,Liz Webb,Grief & Loss,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,78,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Life Transitions (w=0.7)|alias_keyword:Grief,,none,complete,true,false,,,,true,2026-06-19,,
8e8abc81-1589-4dd1-ad5f-e43d0c425e8a,how-do-i-handle-anniversary-dates-and-holidays-after-losing-someone,david-k-gore-phd,"Kenneth W. Christian, PhD",,,liz-webb,Liz Webb,Grief & Loss,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,78,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Life Transitions (w=0.7)|alias_keyword:Grief,,none,complete,true,false,,,,true,2026-06-19,,
c09bd0f9-9a0a-4a07-a025-a6b4f5cd4e6b,how-do-i-handle-being-around-my-old-using-friends,david-k-gore-phd,"Kenneth W. Christian, PhD",,,samantha-bryant,Samantha Bryant,Codependency,loneliness-and-belonging,Loneliness & Belonging,relationships-and-connection,Loneliness & Isolation,56,medium,parent_theme:relationships-and-connection via Bisexual|exact_topic:loneliness-and-belonging via Codependency (w=0.45)|parent_theme:relationships-and-connection via Codependency|alt_topic:loneliness-and-belonging via Marital and Premarital (w=0.45),requires_keyword_support:Body Image,none,complete,true,false,,,,true,2026-06-19,,
14e3d823-596b-4593-9123-993e4ba905e0,how-do-i-handle-having-a-crush-on-someon-186032-017,david-k-gore-phd,"Kenneth W. Christian, PhD",,,susan-keenan,Susan L. Keenan,Family Conflict,teens-and-identity,Teens & Identity,family-and-parenting,Teens & Identity,70,medium,exact_topic:teens-and-identity via Family Conflict (w=0.7)|tied_topic:teens-and-identity via Parenting (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
8d8623ea-ab03-4485-852d-c9465b58c32c,how-do-i-handle-social-situations-where-everyone-is-drinking,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Couples,loneliness-and-belonging,Loneliness & Belonging,relationships-and-connection,Loneliness & Isolation,56,medium,exact_topic:loneliness-and-belonging via Couples (w=0.45)|parent_theme:relationships-and-connection via Couples,,none,complete,true,false,,,,true,2026-06-19,,
b43aceaa-f85a-4336-9f7f-892b9a8df48f,how-do-i-handle-work-or-school-while-in-treatment,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy & Mental Health,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
350ecc6c-b219-4030-b78c-d9c5284c64ce,how-do-i-handle-work-while-in-addiction-treatment,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy & Mental Health,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
ec3a16dc-8d1c-4d17-a1b6-a4b59247a88b,how-do-i-help-a-family-member-who-has-a-personality-disorder-but-wont-get-treatment,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy & Mental Health,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
d955eaa0-906a-4e04-aa20-aad1e344ee98,how-do-i-help-my-teen-build-healthy-relationships--187459-007,david-k-gore-phd,"Kenneth W. Christian, PhD",,,lauren-sanders,Lauren Sanders,Parenting,teens-and-identity,Teens & Identity,family-and-parenting,Teen-Specific Questions,70,medium,exact_topic:teens-and-identity via Parenting (w=0.7)|tied_topic:teens-and-identity via Child (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
a535bb73-1b37-4e58-ae19-e8d31d4a26d4,how-do-i-know-if-a-treatment-program-is-right-for-me,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy & Mental Health,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
2f1911d5-7a71-436a-94ee-935108ecefe7,how-do-i-know-if-i-have-antisocial-personality-disorder,david-k-gore-phd,"Kenneth W. Christian, PhD",,,samantha-bryant,Samantha Bryant,Codependency,loneliness-and-belonging,Loneliness & Belonging,relationships-and-connection,Loneliness & Isolation,56,medium,parent_theme:relationships-and-connection via Bisexual|exact_topic:loneliness-and-belonging via Codependency (w=0.45)|parent_theme:relationships-and-connection via Codependency|alt_topic:loneliness-and-belonging via Marital and Premarital (w=0.45),requires_keyword_support:Body Image,none,complete,true,false,,,,true,2026-06-19,,
b61be7c2-a15e-4a17-baf8-d02182fe9eb4,how-do-i-know-if-im-gay-straight-or-some-186032-013,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jeannine-jannot,"Jeannine Jannot, Ph.D.",Parenting,teens-and-identity,Teens & Identity,family-and-parenting,Teens & Identity,70,medium,exact_topic:teens-and-identity via School Issues (w=0.45)|exact_topic:teens-and-identity via Parenting (w=0.7)|tied_topic:teens-and-identity via Child (w=0.7)|alt_topic:teens-and-identity via Education and Learning Disabilities (w=0.45)|alt_topic:teens-and-identity via Executive Functioning (w=0.45)|alt_topic:teens-and-identity via Productivity Coaching (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
a5835bd3-2699-4587-93b3-8348cf22242b,how-do-i-know-if-im-transgender-or-just--184729-007,david-k-gore-phd,"Kenneth W. Christian, PhD",,,kelsey-donahue,Kelsey Madsen (Donahue),Child,teens-and-identity,Teens & Identity,family-and-parenting,Teens & Identity,70,medium,exact_topic:teens-and-identity via Child (w=0.7)|tied_topic:teens-and-identity via Family Conflict (w=0.7)|tied_topic:teens-and-identity via Parenting (w=0.7)|alt_topic:teens-and-identity via School Issues (w=0.45),requires_keyword_support:Eating Disorders,none,complete,true,false,,,,true,2026-06-19,,
71e29f1c-b0bb-420d-90d6-5b174733a6ce,how-do-i-know-if-i-need-medication-for-m-177940-017,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Mental Health Treatment,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
39d5c801-bbca-4088-88aa-3106ae613b52,how-do-i-know-if-i-need-therapy,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy & Mental Health,65,medium,parent_theme:care-and-therapy via Adult ADHD Testing|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
03c852cc-7b70-4fd2-8bb9-df740820a4fa,how-do-i-know-if-therapy-is-working-186032-042,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Psychological Testing,therapy-and-care-navigation,Therapy & Care Navigation,care-and-therapy,Therapy Navigation,65,medium,alias_keyword:stress|exact_topic:therapy-and-care-navigation via Psychological Testing (w=0.65)|tied_topic:therapy-and-care-navigation via Diagnostic Evaluation (w=0.65),,none,complete,true,false,,,,true,2026-06-19,,
2e0e6cd2-fa3c-4c30-83b2-fa2b6f328589,how-do-i-know-when-its-time-to-make-a-major-life-c-187459-022,david-k-gore-phd,"Kenneth W. Christian, PhD",,,sarah-evers,Sarah Evers,Life Events & Transitions,general-mental-health,General Mental Health,life-transitions-and-change,Life Transitions,78,medium,exact_topic:general-mental-health via Chronic Illness & Disability (w=0.65)|demoted_missing_keyword_support|exact_topic:general-mental-health via Caregiver Stress (w=0.65)|demoted_missing_keyword_support|exact_topic:general-mental-health via Medical Trauma & Health Anxiety (w=0.45)|exact_topic:general-mental-health via Life Events & Transitions (w=0.7)|alias_keyword:Life Transitions,,none,complete,true,false,,,,true,2026-06-19,,
ff13c859-fa00-45a6-81d5-41677fa204cb,how-do-i-maintain-friendships-when-im-depressed,david-k-gore-phd,"Kenneth W. Christian, PhD",,,alex-crenshaw-phd,Dr. Alex Crenshaw,Couples,loneliness-and-belonging,Loneliness & Belonging,relationships-and-connection,Loneliness & Isolation,56,medium,exact_topic:loneliness-and-belonging via Couples (w=0.45)|parent_theme:relationships-and-connection via Couples,,none,complete,true,false,,,,true,2026-06-19,,
10da97d4-5d19-416f-8f07-76200c59e951,how-do-i-make-friends-as-an-adult-when-it-feels-impossible,david-k-gore-phd,"Kenneth W. Christian, PhD",,,laura-hilsen,Laura Hilsen,Relationship Issues,loneliness-and-belonging,Loneliness & Belonging,relationships-and-connection,Loneliness & Isolation,56,medium,exact_topic:loneliness-and-belonging via Relationship Issues (w=0.45)|parent_theme:relationships-and-connection via Relationship Issues|alt_topic:loneliness-and-belonging via Divorce (w=0.45)|alt_topic:loneliness-and-belonging via Infidelity (w=0.45),,none,complete,true,false,,,,true,2026-06-19,,
71de95b5-0238-4a2c-a1bc-b8728c22f31c,how-do-i-manage-stress-when-i-cant-change-my-situation,david-k-gore-phd,"Kenneth W. Christian, PhD",,,jackie-malone,Jackie Malone,Stress,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,78,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|alias_keyword:stress|exact_topic:general-mental-health via Body Image (w=0.55)|demoted_missing_keyword_support|exact_topic:general-mental-health via Life Transitions (w=0.7)|alt_topic:general-mental-health via Stress (w=0.45)|alias_keyword:stress,,none,complete,true,false,,,,true,2026-06-19,,
0cf60da1-84cb-4005-a0c5-7e9a354e9bd1,how-do-i-overcome-imposter-syndrome,david-k-gore-phd,"Kenneth W. Christian, PhD",,,lauren-sanders,Lauren Sanders,Life Transitions,general-mental-health,General Mental Health,life-transitions-and-change,General Mental Health,70,medium,exact_topic:general-mental-health via Anxiety (w=0.45)|exact_topic:general-mental-health via Body Dysmorphic Disorder (w=0.55)|demoted_missing_keyword_support|exact_topic:general-mental-health via Cancer (w=0.65)|demoted_missing_keyword_support|exact_topic:general-mental-health via Chronic Illness (w=0.65)|demoted_missing_keyword_support|parent_theme:life-transitions-and-change via Grief|exact_topic:general-mental-health via Life Transitions (w=0.7),,none,complete,true,false,,,,true,2026-06-19,,
